review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_000060,ORD_002029,CUST_01104,REST_0179,3,The food was okay overall. The food quality was average. Delivery was acceptable.,Neutral,81,the food was okay overall. the food quality was average. delivery was acceptable.,the food was okay overall the food quality was average delivery was acceptable,"['the', 'food', 'was', 'okay', 'overall', 'the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'acceptable']","['food', 'okay', 'overall', 'food', 'quality', 'average', 'delivery', 'acceptable']","['food', 'okay', 'overall', 'food', 'quality', 'average', 'delivery', 'acceptable']",food okay overall food quality average delivery acceptable
REV_000061,ORD_005654,CUST_00877,REST_0194,4,The food was delicious. Everything tasted fresh. Everything arrived in good condition.,Positive,86,the food was delicious. everything tasted fresh. everything arrived in good condition.,the food was delicious everything tasted fresh everything arrived in good condition,"['the', 'food', 'was', 'delicious', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']",food delicious everything tasted fresh everything arrived good condition
REV_000062,ORD_000672,CUST_00096,REST_0106,4,The food arrived hot and fresh. Everything was packed properly.,Positive,63,the food arrived hot and fresh. everything was packed properly.,the food arrived hot and fresh everything was packed properly,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'everything', 'was', 'packed', 'properly']","['food', 'arrived', 'hot', 'fresh', 'everything', 'packed', 'properly']","['food', 'arrived', 'hot', 'fresh', 'everything', 'packed', 'properly']",food arrived hot fresh everything packed properly
REV_000063,ORD_002477,CUST_01484,REST_0041,4,Very happy with the order. The food was prepared really well. Delivery was quick.,Positive,81,very happy with the order. the food was prepared really well. delivery was quick.,very happy with the order the food was prepared really well delivery was quick,"['very', 'happy', 'with', 'the', 'order', 'the', 'food', 'was', 'prepared', 'really', 'well', 'delivery', 'was', 'quick']","['happy', 'order', 'food', 'prepared', 'really', 'well', 'delivery', 'quick']","['happy', 'order', 'food', 'prepared', 'really', 'well', 'delivery', 'quick']",happy order food prepared really well delivery quick
REV_000064,ORD_007906,CUST_00653,REST_0056,4,Really good experience.,Positive,23,really good experience.,really good experience,"['really', 'good', 'experience']","['really', 'good', 'experience']","['really', 'good', 'experience']",really good experience
REV_000065,ORD_000769,CUST_00341,REST_0095,3,The meal was fine. The delivery experience was average.,Neutral,55,the meal was fine. the delivery experience was average.,the meal was fine the delivery experience was average,"['the', 'meal', 'was', 'fine', 'the', 'delivery', 'experience', 'was', 'average']","['meal', 'fine', 'delivery', 'experience', 'average']","['meal', 'fine', 'delivery', 'experience', 'average']",meal fine delivery experience average
REV_000066,ORD_009525,CUST_00453,REST_0176,4,The food arrived hot and fresh. The delivery was faster than expected.,Positive,70,the food arrived hot and fresh. the delivery was faster than expected.,the food arrived hot and fresh the delivery was faster than expected,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['food', 'arrived', 'hot', 'fresh', 'delivery', 'faster', 'expected']","['food', 'arrived', 'hot', 'fresh', 'delivery', 'faster', 'expected']",food arrived hot fresh delivery faster expected
REV_000067,ORD_004511,CUST_01021,REST_0055,5,Loved the overall experience. The food was fresh and tasty. Delivery was quick.,Positive,79,loved the overall experience. the food was fresh and tasty. delivery was quick.,loved the overall experience the food was fresh and tasty delivery was quick,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'delivery', 'was', 'quick']","['loved', 'overall', 'experience', 'food', 'fresh', 'tasty', 'delivery', 'quick']","['loved', 'overall', 'experience', 'food', 'fresh', 'tasty', 'delivery', 'quick']",loved overall experience food fresh tasty delivery quick
REV_000068,ORD_009467,CUST_00637,REST_0032,4,Everything tasted fresh. The order arrived without any issues.,Positive,62,everything tasted fresh. the order arrived without any issues.,everything tasted fresh the order arrived without any issues,"['everything', 'tasted', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issues']","['everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issue']",everything tasted fresh order arrived without issue
REV_000069,ORD_009913,CUST_00577,REST_0151,4,The food was fresh and tasty. The order arrived without any issues.,Positive,67,the food was fresh and tasty. the order arrived without any issues.,the food was fresh and tasty the order arrived without any issues,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['food', 'fresh', 'tasty', 'order', 'arrived', 'without', 'issues']","['food', 'fresh', 'tasty', 'order', 'arrived', 'without', 'issue']",food fresh tasty order arrived without issue
REV_000070,ORD_000631,CUST_01112,REST_0146,4,Really enjoyed the meal.,Positive,24,really enjoyed the meal.,really enjoyed the meal,"['really', 'enjoyed', 'the', 'meal']","['really', 'enjoyed', 'meal']","['really', 'enjoyed', 'meal']",really enjoyed meal
REV_000071,ORD_001221,CUST_00892,REST_0005,5,The meal was flavorful and satisfying. Delivery was quick.,Positive,58,the meal was flavorful and satisfying. delivery was quick.,the meal was flavorful and satisfying delivery was quick,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'delivery', 'was', 'quick']","['meal', 'flavorful', 'satisfying', 'delivery', 'quick']","['meal', 'flavorful', 'satisfying', 'delivery', 'quick']",meal flavorful satisfying delivery quick
REV_000072,ORD_004175,CUST_00406,REST_0084,4,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_000073,ORD_001738,CUST_00451,REST_0129,4,The portion size was good. The packaging was neat.,Positive,50,the portion size was good. the packaging was neat.,the portion size was good the packaging was neat,"['the', 'portion', 'size', 'was', 'good', 'the', 'packaging', 'was', 'neat']","['portion', 'size', 'good', 'packaging', 'neat']","['portion', 'size', 'good', 'packaging', 'neat']",portion size good packaging neat
REV_000074,ORD_006334,CUST_00632,REST_0150,2,I was disappointed with the order. The meal did not taste fresh. The delivery was delayed significantly.,Negative,104,i was disappointed with the order. the meal did not taste fresh. the delivery was delayed significantly.,i was disappointed with the order the meal did not taste fresh the delivery was delayed significantly,"['i', 'was', 'disappointed', 'with', 'the', 'order', 'the', 'meal', 'did', 'not', 'taste', 'fresh', 'the', 'delivery', 'was', 'delayed', 'significantly']","['disappointed', 'order', 'meal', 'taste', 'fresh', 'delivery', 'delayed', 'significantly']","['disappointed', 'order', 'meal', 'taste', 'fresh', 'delivery', 'delayed', 'significantly']",disappointed order meal taste fresh delivery delayed significantly
REV_000075,ORD_004702,CUST_01457,REST_0157,2,The order could have been much better. The food was below expectations. Delivery was extremely slow.,Negative,100,the order could have been much better. the food was below expectations. delivery was extremely slow.,the order could have been much better the food was below expectations delivery was extremely slow,"['the', 'order', 'could', 'have', 'been', 'much', 'better', 'the', 'food', 'was', 'below', 'expectations', 'delivery', 'was', 'extremely', 'slow']","['order', 'could', 'much', 'better', 'food', 'expectations', 'delivery', 'extremely', 'slow']","['order', 'could', 'much', 'better', 'food', 'expectation', 'delivery', 'extremely', 'slow']",order could much better food expectation delivery extremely slow
REV_000076,ORD_000055,CUST_00676,REST_0089,4,Really good experience. Everything tasted great. Delivery was quick.,Positive,68,really good experience. everything tasted great. delivery was quick.,really good experience everything tasted great delivery was quick,"['really', 'good', 'experience', 'everything', 'tasted', 'great', 'delivery', 'was', 'quick']","['really', 'good', 'experience', 'everything', 'tasted', 'great', 'delivery', 'quick']","['really', 'good', 'experience', 'everything', 'tasted', 'great', 'delivery', 'quick']",really good experience everything tasted great delivery quick
REV_000077,ORD_002304,CUST_01499,REST_0032,3,The meal was fine. Delivery was acceptable.,Neutral,43,the meal was fine. delivery was acceptable.,the meal was fine delivery was acceptable,"['the', 'meal', 'was', 'fine', 'delivery', 'was', 'acceptable']","['meal', 'fine', 'delivery', 'acceptable']","['meal', 'fine', 'delivery', 'acceptable']",meal fine delivery acceptable
REV_000078,ORD_002278,CUST_00559,REST_0104,4,The meal was flavorful and satisfying. Everything arrived in good condition.,Positive,76,the meal was flavorful and satisfying. everything arrived in good condition.,the meal was flavorful and satisfying everything arrived in good condition,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'everything', 'arrived', 'in', 'good', 'condition']","['meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']","['meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']",meal flavorful satisfying everything arrived good condition
REV_000079,ORD_006057,CUST_00249,REST_0111,5,The meal was excellent.,Positive,23,the meal was excellent.,the meal was excellent,"['the', 'meal', 'was', 'excellent']","['meal', 'excellent']","['meal', 'excellent']",meal excellent
REV_000080,ORD_002127,CUST_00369,REST_0177,4,The food was prepared really well. The order arrived on time.,Positive,61,the food was prepared really well. the order arrived on time.,the food was prepared really well the order arrived on time,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'on', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']",food prepared really well order arrived time
REV_000081,ORD_001552,CUST_00371,REST_0181,4,The food was fresh and tasty. The packaging was good.,Positive,53,the food was fresh and tasty. the packaging was good.,the food was fresh and tasty the packaging was good,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'packaging', 'was', 'good']","['food', 'fresh', 'tasty', 'packaging', 'good']","['food', 'fresh', 'tasty', 'packaging', 'good']",food fresh tasty packaging good
REV_000082,ORD_000107,CUST_00085,REST_0047,5,Everything tasted fresh. The packaging was neat.,Positive,48,everything tasted fresh. the packaging was neat.,everything tasted fresh the packaging was neat,"['everything', 'tasted', 'fresh', 'the', 'packaging', 'was', 'neat']","['everything', 'tasted', 'fresh', 'packaging', 'neat']","['everything', 'tasted', 'fresh', 'packaging', 'neat']",everything tasted fresh packaging neat
